Date,IDStation,NameStation,Ammonia,Arsenic,Benzene,Benzo_a_pyrene,BlackCarbon,Cadmium,CO,Lead,Nikel,NO,NO2,NOx,Ozone,PM10,PM25,Sulfur_dioxide,IDStation,reg_Y_nn1_ID,Date,IDStation,NameStation,Wind_speed,Wind_direction,Temperature,Relative_humidity,Global_radiation,Water_height,Wind_speed_max,Wind_direction_max,Rainfall
2019-01-03T00:00:00Z,677,Cremona Via Fatebenefratelli,1.3,NA,NA,NA,NA,NA,0.6541666666666667,NA,NA,NA,56.737500000000004,222.56666666666666,10.391666666666667,47,28,2.3291666666666666,677,677,2019-01-03T00:00:00Z,677,Cremona Via Fatebenefratelli,0.1064947974154803,338,0.8701388888888889,68.08819444444444,63.738194444444446,NA,0.8958333333333334,NA,0
2019-01-03T00:00:00Z,705,Milano Pascal Citta Studi,0.9,NA,1.5,NA,1.8,NA,NA,NA,NA,NA,45.983333333333334,93.575,27.833333333333332,19,12,2.091666666666667,705,502,2019-01-03T00:00:00Z,502,Milano Via Juvara,0.6600719521347115,55,5.4847222222222225,34.53125,62.13888888888889,NA,3.532638888888889,173,0
2019-01-03T00:00:00Z,681,Moggio,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.6708333333333333,0.4916666666666667,1.1666666666666667,86.275,17,15,NA,681,111,2019-01-03T00:00:00Z,111,Cassina Valsassina Moggio,2.200912317498183,58,-2.4125,23.51388888888889,48.138888888888886,NA,4.683333333333334,94,0
2019-01-03T00:00:00Z,642,Pavia Via Folperti,2.2,NA,0.9,NA,NA,NA,NA,NA,NA,NA,43.6625,87.29583333333333,29.054166666666667,31,23,3.9625,642,642,2019-01-03T00:00:00Z,642,Pavia Via Folperti,NA,NA,2.816666666666667,45.105555555555554,62.2875,NA,NA,NA,0
2019-01-03T00:00:00Z,703,Schivenoglia,NA,NA,0.5,NA,NA,NA,0.4875,NA,NA,NA,33.6125,58.141666666666666,19.525,21,14,1.8875,703,816,2019-01-03T00:00:00Z,816,Sermide E Felonica Sp ,0.9296271351446731,214,1.2729166666666667,NA,62.36805555555556,139.75,NA,NA,0
2019-01-04T00:00:00Z,677,Cremona Via Fatebenefratelli,3.2,NA,NA,NA,NA,NA,0.8416666666666667,NA,NA,NA,55.05,214.66666666666666,5.625,61,52,2.3291666666666666,677,677,2019-01-04T00:00:00Z,677,Cremona Via Fatebenefratelli,0.2887437027233147,284,-0.13263888888888886,78.58333333333333,71.95277777777778,NA,1.1166666666666667,NA,0
2019-01-04T00:00:00Z,705,Milano Pascal Citta Studi,3.7,NA,3.4,NA,5.7,NA,NA,NA,NA,NA,78.30833333333334,275.70416666666665,3.6625,54,37,4.095833333333333,705,502,2019-01-04T00:00:00Z,502,Milano Via Juvara,0.08756859947678922,279,3.1236111111111113,48.90625,64.1763888888889,NA,1.9972222222222222,186,0
2019-01-04T00:00:00Z,681,Moggio,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.7416666666666667,0.44166666666666665,1.65,84.73333333333333,17,15,NA,681,111,2019-01-04T00:00:00Z,111,Cassina Valsassina Moggio,0.7793293617661919,55,-1.3069444444444445,32.75694444444444,51.354166666666664,NA,3.167361111111111,159,0
2019-01-04T00:00:00Z,642,Pavia Via Folperti,3,NA,1.8,NA,NA,NA,NA,NA,NA,NA,57.670833333333334,172.79583333333335,7.7375,56,46,5.433333333333334,642,642,2019-01-04T00:00:00Z,642,Pavia Via Folperti,NA,NA,-0.5375,70.84375,70.52638888888889,NA,NA,NA,0
2019-01-04T00:00:00Z,703,Schivenoglia,NA,NA,0.8,NA,NA,NA,0.6666666666666666,NA,NA,NA,43.5625,75.84166666666667,8.708333333333334,36,30,2.2458333333333336,703,816,2019-01-04T00:00:00Z,816,Sermide E Felonica Sp ,1.5649931726601718,234,-0.09583333333333331,NA,91.0625,137.0625,NA,NA,0
2019-01-05T00:00:00Z,677,Cremona Via Fatebenefratelli,3.1,NA,NA,NA,NA,NA,0.85,NA,NA,NA,55.708333333333336,191.54583333333332,3.183333333333333,73,63,2.5208333333333335,677,677,2019-01-05T00:00:00Z,677,Cremona Via Fatebenefratelli,0.15670824866608218,298,0.04305555555555555,82.06041666666667,56.78125,NA,1.2458333333333333,NA,0
2019-01-05T00:00:00Z,705,Milano Pascal Citta Studi,6.1,NA,4.5,NA,7.4,NA,NA,NA,NA,NA,77.4875,293.725,4.854166666666667,67,52,4.883333333333333,705,502,2019-01-05T00:00:00Z,502,Milano Via Juvara,0.1781289474350078,169,3.4520833333333334,57.27152777777778,69.12708333333333,NA,2.535416666666667,172,0
2019-01-05T00:00:00Z,681,Moggio,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6875,0.18333333333333335,0.8916666666666667,86.00833333333333,4,2,NA,681,111,2019-01-05T00:00:00Z,111,Cassina Valsassina Moggio,0.9847055265399922,29,4.01830985915493,35.971830985915496,65.94366197183099,NA,4.545070422535211,175,0
2019-01-05T00:00:00Z,642,Pavia Via Folperti,4.2,NA,2.1,NA,NA,NA,NA,NA,NA,NA,58.19166666666666,154.62083333333334,6.391666666666667,63,56,5.4375,642,642,2019-01-05T00:00:00Z,642,Pavia Via Folperti,NA,NA,0.7104166666666667,72.90416666666667,58.93819444444445,NA,NA,NA,0
2019-01-05T00:00:00Z,703,Schivenoglia,32.4,NA,1.4,NA,NA,NA,0.8541666666666667,NA,NA,NA,44.6125,107.82916666666667,3.6916666666666664,68,57,3.6166666666666667,703,816,2019-01-05T00:00:00Z,816,Sermide E Felonica Sp ,0.6934288972856977,225,-0.4444444444444445,NA,42.333333333333336,134.88194444444446,NA,NA,0
2019-01-06T00:00:00Z,677,Cremona Via Fatebenefratelli,4.8,NA,NA,NA,NA,NA,1.1083333333333334,NA,NA,NA,57.56666666666667,205.8125,4.0875,89,69,1.8291666666666666,677,677,2019-01-06T00:00:00Z,677,Cremona Via Fatebenefratelli,0.31597336989529956,264,2.0770833333333334,82.06805555555556,70.15486111111112,NA,1.163888888888889,NA,0
2019-01-06T00:00:00Z,705,Milano Pascal Citta Studi,6.1,NA,4,NA,7,NA,NA,NA,NA,NA,57.875,193.30833333333334,11.345833333333333,68,57,3.2125,705,502,2019-01-06T00:00:00Z,502,Milano Via Juvara,0.47841630246560074,65,6.601388888888889,57.56944444444444,81.40208333333334,NA,3.0694444444444446,182,0
2019-01-06T00:00:00Z,681,Moggio,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6416666666666666,0.08333333333333334,0.6833333333333333,78.44583333333333,3,2,NA,681,111,2019-01-06T00:00:00Z,111,Cassina Valsassina Moggio,1.328933343127502,40,4.46875,34.645833333333336,68.90972222222223,NA,4.427083333333333,155,0
2019-01-06T00:00:00Z,642,Pavia Via Folperti,5.4,NA,1.9,NA,NA,NA,NA,NA,NA,NA,52.358333333333334,115.05,12.425,51,46,4.975,642,642,2019-01-06T00:00:00Z,642,Pavia Via Folperti,NA,NA,3.8243055555555556,68.27847222222222,76.69722222222222,NA,NA,NA,0
2019-01-06T00:00:00Z,703,Schivenoglia,NA,NA,1.6,NA,NA,NA,0.8833333333333333,NA,NA,NA,43.541666666666664,93.30416666666667,7.020833333333333,74,67,3.9875,703,816,2019-01-06T00:00:00Z,816,Sermide E Felonica Sp ,0.8453755252178003,205,1.4,NA,87.93055555555556,134.66666666666666,NA,NA,0
2019-01-07T00:00:00Z,677,Cremona Via Fatebenefratelli,5.5,NA,NA,NA,NA,NA,1.2,NA,NA,NA,61.354166666666664,263.03333333333336,3.791666666666667,100,96,1.3958333333333333,677,677,2019-01-07T00:00:00Z,677,Cremona Via Fatebenefratelli,0.3361707895688791,43,1.5479166666666666,89.99930555555555,64.36944444444444,NA,0.7631944444444444,NA,0
2019-01-07T00:00:00Z,705,Milano Pascal Citta Studi,NA,NA,4.9,NA,8.2,NA,NA,NA,NA,NA,68.32083333333334,266.65,NA,92,81,3.2,705,502,2019-01-07T00:00:00Z,502,Milano Via Juvara,0.9705341081853893,91,5.382638888888889,70.41944444444445,70.44097222222223,NA,2.6069444444444443,108,0
2019-01-07T00:00:00Z,681,Moggio,0,NA,NA,NA,NA,NA,NA,NA,NA,1.0083333333333333,2.225,5.025,72.3125,12,8,NA,681,111,2019-01-07T00:00:00Z,111,Cassina Valsassina Moggio,0.4728199576074593,43,2.347916666666667,43.94444444444444,69.50694444444444,NA,2.1847222222222222,147,0
2019-01-07T00:00:00Z,642,Pavia Via Folperti,7,NA,1.8,NA,NA,NA,NA,NA,NA,NA,54.15,129.34166666666667,9.170833333333333,74,70,5.070833333333334,642,642,2019-01-07T00:00:00Z,642,Pavia Via Folperti,NA,NA,1.9840277777777777,78.36666666666666,70.34305555555555,NA,NA,NA,0
2019-01-07T00:00:00Z,703,Schivenoglia,NA,NA,1.5,NA,NA,NA,0.8791666666666667,NA,NA,NA,44.05833333333334,85.76666666666667,8.508333333333333,86,72,3.325,703,816,2019-01-07T00:00:00Z,816,Sermide E Felonica Sp ,1.1740601890826483,97,2.4145833333333333,NA,79.89583333333333,132.89583333333334,NA,NA,0
2019-01-08T00:00:00Z,677,Cremona Via Fatebenefratelli,6.4,NA,NA,NA,NA,NA,0.7875,NA,NA,NA,47.96666666666667,121.35,1.8375,81,62,1.9791666666666667,677,677,2019-01-08T00:00:00Z,677,Cremona Via Fatebenefratelli,0.3136610621321047,293,0.7333333333333333,99.4,15.217361111111112,NA,1.7097222222222221,NA,0
2019-01-08T00:00:00Z,705,Milano Pascal Citta Studi,10.4,NA,5.2,NA,8.5,NA,NA,NA,NA,NA,68.05416666666667,305.47391304347826,2.730434782608696,108,83,3.2,705,502,2019-01-08T00:00:00Z,502,Milano Via Juvara,0.34583925122193954,170,3.9784722222222224,84.92152777777778,47.38194444444444,NA,2.3916666666666666,170,0
2019-01-08T00:00:00Z,681,Moggio,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1.0583333333333333,2.5416666666666665,4.183333333333334,70.00833333333334,17,15,NA,681,111,2019-01-08T00:00:00Z,111,Cassina Valsassina Moggio,0.5826048349071037,36,1.3618055555555555,49.888888888888886,66.80555555555556,NA,3.0166666666666666,163,0
2019-01-08T00:00:00Z,642,Pavia Via Folperti,5,NA,2.1,NA,NA,NA,NA,NA,NA,NA,53.84583333333333,124.43333333333334,4.858333333333333,102,77,5.7,642,642,2019-01-08T00:00:00Z,642,Pavia Via Folperti,NA,NA,1.2798611111111111,95.49513888888889,16.943055555555556,NA,NA,NA,0
2019-01-08T00:00:00Z,703,Schivenoglia,NA,NA,1.5,NA,NA,NA,0.9125,NA,NA,NA,42.7875,88.34583333333333,3.1041666666666665,59,32,3.4625,703,816,2019-01-08T00:00:00Z,816,Sermide E Felonica Sp ,1.9161508158505267,251,-0.9798611111111111,NA,23.52777777777778,132.20138888888889,NA,NA,0.2
2019-01-09T00:00:00Z,677,Cremona Via Fatebenefratelli,2.1,NA,NA,NA,NA,NA,0.42916666666666664,NA,NA,NA,45.2625,72,11.679166666666667,41,32,1.6958333333333333,677,677,2019-01-09T00:00:00Z,677,Cremona Via Fatebenefratelli,1.2282858948724549,299,3.6680555555555556,72.24861111111112,67.82777777777778,NA,3.0625,NA,0
2019-01-09T00:00:00Z,705,Milano Pascal Citta Studi,3.4,NA,2,NA,2.1,NA,NA,NA,NA,NA,40.145833333333336,90.11666666666667,26.429166666666667,29,21,2.4208333333333334,705,502,2019-01-09T00:00:00Z,502,Milano Via Juvara,3.3327253060425304,317,5.700694444444444,53.827083333333334,76.1451388888889,NA,7.191666666666666,309,0
2019-01-09T00:00:00Z,681,Moggio,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6375,0.18333333333333332,0.875,79.01666666666667,3,2,NA,681,111,2019-01-09T00:00:00Z,111,Cassina Valsassina Moggio,0.7894063591947763,38,-0.6458333333333334,37.50694444444444,78.73611111111111,NA,4.814583333333333,202,0
2019-01-09T00:00:00Z,642,Pavia Via Folperti,2.9,NA,1.4,NA,NA,NA,NA,NA,NA,NA,41.579166666666666,83.6375,24.8,40,29,5.483333333333333,642,642,2019-01-09T00:00:00Z,642,Pavia Via Folperti,NA,NA,2.7715277777777776,71.69722222222222,51.355555555555554,NA,NA,NA,0
2019-01-09T00:00:00Z,703,Schivenoglia,NA,NA,1.1,NA,NA,NA,0.7,NA,NA,NA,45.28333333333333,70.54166666666667,4.929166666666666,44,26,4.008333333333333,703,816,2019-01-09T00:00:00Z,816,Sermide E Felonica Sp ,1.8242853754278054,262,-0.6034722222222222,NA,22,129.72916666666666,NA,NA,0
2019-01-10T00:00:00Z,677,Cremona Via Fatebenefratelli,2.1,NA,NA,NA,NA,NA,0.5083333333333333,NA,NA,NA,55.104166666666664,151.19166666666666,8.254166666666666,34,22,1.9083333333333332,677,677,2019-01-10T00:00:00Z,677,Cremona Via Fatebenefratelli,0.5790746381692969,276,3.2111111111111112,56.359722222222224,73.29097222222222,NA,1.5541666666666667,NA,0
2019-01-10T00:00:00Z,705,Milano Pascal Citta Studi,1.5,NA,1.8,NA,1.7,NA,NA,NA,NA,NA,46.45,105.67916666666667,21.075,20,11,2.7666666666666666,705,502,2019-01-10T00:00:00Z,502,Milano Via Juvara,1.4135802347235538,351,7.665972222222222,27.87847222222222,84.39166666666667,NA,4.339583333333334,218,0
2019-01-10T00:00:00Z,681,Moggio,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7458333333333333,0.6833333333333333,1.5333333333333334,61.18333333333334,4,2,NA,681,111,2019-01-10T00:00:00Z,111,Cassina Valsassina Moggio,0.05343531603796254,125,-2.2645833333333334,32.55555555555556,71.71527777777777,NA,2.6868055555555554,203,0
2019-01-10T00:00:00Z,642,Pavia Via Folperti,3.2,NA,0.9,NA,NA,NA,NA,NA,NA,NA,47.7375,101.55416666666666,20.079166666666666,20,17,5.25,642,642,2019-01-10T00:00:00Z,642,Pavia Via Folperti,NA,NA,3.2881944444444446,44.84444444444444,80.38194444444444,NA,NA,NA,0
2019-01-10T00:00:00Z,703,Schivenoglia,25.3,NA,1,NA,NA,NA,0.6375,NA,NA,NA,38.19583333333333,72.7,7.0625,24,16,3.9916666666666667,703,816,2019-01-10T00:00:00Z,816,Sermide E Felonica Sp ,1.141165903257382,224,0.5763888888888888,NA,79.70833333333333,127.76388888888889,NA,NA,0.2
2019-01-11T00:00:00Z,677,Cremona Via Fatebenefratelli,3.2,NA,NA,NA,NA,NA,0.6833333333333333,NA,NA,NA,58.295833333333334,209.45833333333334,4.9625,47,34,2.0416666666666665,677,677,2019-01-11T00:00:00Z,677,Cremona Via Fatebenefratelli,0.28607244265511894,335,1.6145833333333333,63.732638888888886,73.23055555555555,NA,1.4583333333333333,NA,0
2019-01-11T00:00:00Z,705,Milano Pascal Citta Studi,3,NA,3.1,NA,4.1,NA,NA,NA,NA,NA,64.61666666666667,248.96666666666667,6.704166666666667,38,21,5.325,705,502,2019-01-11T00:00:00Z,502,Milano Via Juvara,0.6813072517981023,174,4.809722222222222,38.6,85.35902777777778,NA,2.1875,187,0
2019-01-11T00:00:00Z,681,Moggio,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8041666666666667,2.5,3.5666666666666664,65.95833333333333,5,3,NA,681,111,2019-01-11T00:00:00Z,111,Cassina Valsassina Moggio,0.24669167454842164,333,-2.8131944444444446,31.145833333333332,72.85416666666667,NA,1.94375,201,0
2019-01-11T00:00:00Z,642,Pavia Via Folperti,3.4,NA,1.2,NA,NA,NA,NA,NA,NA,NA,52.958333333333336,121.56666666666666,12.3625,29,23,5.25,642,642,2019-01-11T00:00:00Z,642,Pavia Via Folperti,NA,NA,1.7222222222222223,46.077083333333334,82.87083333333334,NA,NA,NA,0
2019-01-11T00:00:00Z,703,Schivenoglia,26.6,NA,1.1,NA,NA,NA,0.7625000000000001,NA,NA,NA,40.4375,92.95833333333333,5.85,42,29,4.4,703,816,2019-01-11T00:00:00Z,816,Sermide E Felonica Sp ,0.8027476792401291,196,1.6479166666666667,NA,83.52083333333333,128.13888888888889,NA,NA,0
2019-01-12T00:00:00Z,677,Cremona Via Fatebenefratelli,3,NA,NA,NA,NA,NA,0.6708333333333333,NA,NA,NA,56.38333333333333,174.73333333333335,3.6833333333333336,52,41,1.8791666666666667,677,677,2019-01-12T00:00:00Z,677,Cremona Via Fatebenefratelli,0.3817807083622959,268,0.9381944444444444,67.97222222222223,52.77013888888889,NA,1.1555555555555554,NA,0
2019-01-12T00:00:00Z,705,Milano Pascal Citta Studi,6.2,NA,5.1,NA,7.7,NA,NA,NA,NA,NA,79.09166666666667,345.26666666666665,4.395833333333333,61,44,5.333333333333333,705,502,2019-01-12T00:00:00Z,502,Milano Via Juvara,0.21877528385413117,163,4.604166666666667,47.63263888888889,54.98263888888889,NA,1.73125,162,0
2019-01-12T00:00:00Z,681,Moggio,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7416666666666667,1.9083333333333334,2.9916666666666667,76.3,4,2,NA,681,111,2019-01-12T00:00:00Z,111,Cassina Valsassina Moggio,0.3576504517925729,30,3.1645833333333333,36.15277777777778,61.361111111111114,NA,3.448611111111111,152,0
2019-01-12T00:00:00Z,642,Pavia Via Folperti,4.3,NA,1.5,NA,NA,NA,NA,NA,NA,NA,54.74583333333333,122.575,8.2,43,35,5.195833333333334,642,642,2019-01-12T00:00:00Z,642,Pavia Via Folperti,NA,NA,1.1590277777777778,57.675694444444446,64.15694444444445,NA,NA,NA,0
2019-01-12T00:00:00Z,703,Schivenoglia,NA,NA,NA,NA,NA,NA,0.8266666666666667,NA,NA,NA,46.79333333333333,98.67333333333333,7.0600000000000005,50,40,4.066666666666666,703,816,2019-01-12T00:00:00Z,816,Sermide E Felonica Sp ,0.9305294956024851,240,-0.047222222222222214,NA,47.71527777777778,127.28472222222223,NA,NA,0
2019-01-13T00:00:00Z,677,Cremona Via Fatebenefratelli,9.9,NA,NA,NA,NA,NA,0.9791666666666666,NA,NA,NA,55.825,202.30833333333334,3.5166666666666666,84,72,1.4541666666666666,677,677,2019-01-13T00:00:00Z,677,Cremona Via Fatebenefratelli,0.14714874905847405,60,1.64375,82.91041666666666,70.35208333333334,NA,0.9069444444444444,NA,0
2019-01-13T00:00:00Z,705,Milano Pascal Citta Studi,8.8,NA,4.9,NA,7.5,NA,NA,NA,NA,NA,65.05416666666666,227.75416666666666,3.908333333333333,73,60,3.5541666666666667,705,502,2019-01-13T00:00:00Z,502,Milano Via Juvara,0.6267964712521064,168,4.864583333333333,63.03819444444444,71.51805555555555,NA,2.7006944444444443,165,0
2019-01-13T00:00:00Z,681,Moggio,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7333333333333333,0.7666666666666667,1.75,74.00416666666666,2,0,NA,681,111,2019-01-13T00:00:00Z,111,Cassina Valsassina Moggio,0.9990799165510361,39,4.562237762237762,47.18881118881119,58.58041958041958,NA,4.0398601398601395,185,0
2019-01-13T00:00:00Z,642,Pavia Via Folperti,9.6,NA,1.9,NA,NA,NA,NA,NA,NA,NA,56.975,153.39166666666665,9.329166666666667,61,58,6.808333333333334,642,642,2019-01-13T00:00:00Z,642,Pavia Via Folperti,NA,NA,2.8048611111111112,72.24513888888889,74.14166666666667,NA,NA,NA,0
2019-01-13T00:00:00Z,703,Schivenoglia,NA,NA,2,NA,NA,NA,0.9541666666666667,NA,NA,NA,48.708333333333336,103.075,6.308333333333334,77,66,4.941666666666666,703,816,2019-01-13T00:00:00Z,816,Sermide E Felonica Sp ,0.9184552846553028,245,2.1444444444444444,NA,79.65972222222223,124.79861111111111,NA,NA,0
2019-01-14T00:00:00Z,677,Cremona Via Fatebenefratelli,6.9,NA,NA,NA,NA,NA,0.37083333333333335,NA,NA,NA,30.645833333333332,59.0375,28.491666666666667,28,24,1.75,677,677,2019-01-14T00:00:00Z,677,Cremona Via Fatebenefratelli,1.244336591375395,292,7.5256944444444445,62.12152777777778,79.34236111111112,NA,4.315972222222222,NA,0
2019-01-14T00:00:00Z,705,Milano Pascal Citta Studi,5.2,NA,1.2,NA,1.3,NA,NA,NA,NA,NA,34.37916666666667,57.262499999999996,37.11666666666667,17,10,2.25,705,502,2019-01-14T00:00:00Z,502,Milano Via Juvara,3.361718054728725,333,10.909027777777778,42.55972222222222,90.75416666666666,NA,8.959722222222222,193,0
2019-01-14T00:00:00Z,681,Moggio,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6333333333333333,0.3333333333333333,1.1666666666666667,78.24583333333334,3,1,NA,681,111,2019-01-14T00:00:00Z,111,Cassina Valsassina Moggio,0.49229959262892675,15,2.6305555555555555,58.38194444444444,78.03472222222223,NA,4.0125,211,0
2019-01-14T00:00:00Z,642,Pavia Via Folperti,5.2,NA,0.6,NA,NA,NA,NA,NA,NA,NA,37.77916666666667,66.85,36.65416666666667,13,11,5.308333333333334,642,642,2019-01-14T00:00:00Z,642,Pavia Via Folperti,NA,NA,9.463194444444444,51.53333333333333,85.95555555555555,NA,NA,NA,0
2019-01-14T00:00:00Z,703,Schivenoglia,NA,NA,1,NA,NA,NA,0.7041666666666667,NA,NA,NA,43.06666666666667,69.09166666666667,15.7125,NA,NA,5.170833333333333,703,816,2019-01-14T00:00:00Z,816,Sermide E Felonica Sp ,2.254966729117927,267,4.993055555555555,NA,95.41666666666667,122.27777777777777,NA,NA,0
2019-01-15T00:00:00Z,677,Cremona Via Fatebenefratelli,2.8,NA,NA,NA,NA,NA,0.6166666666666667,NA,NA,NA,57.016666666666666,207.50416666666666,18.7375,36,21,2.1625,677,677,2019-01-15T00:00:00Z,677,Cremona Via Fatebenefratelli,0.46157223501180267,283,5.304166666666666,57.509027777777774,78.85347222222222,NA,1.6284722222222223,NA,0
2019-01-15T00:00:00Z,705,Milano Pascal Citta Studi,4.1,NA,2.4,NA,3.4,NA,NA,NA,NA,NA,61.57083333333333,182.2125,18.1875,33,17,4.1125,705,502,2019-01-15T00:00:00Z,502,Milano Via Juvara,0.4226709027140106,283,9.569672131147541,39.425409836065576,99.95409836065573,NA,2.974590163934426,197,0
2019-01-15T00:00:00Z,681,Moggio,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8791666666666667,1.9083333333333332,5.183333333333334,76.54583333333333,6,4,NA,681,111,2019-01-15T00:00:00Z,111,Cassina Valsassina Moggio,1.013916720251092,50,1.8270833333333334,33.74305555555556,75.59722222222223,NA,2.9763888888888888,147,0
2019-01-15T00:00:00Z,642,Pavia Via Folperti,3.2,NA,1,NA,NA,NA,NA,NA,NA,NA,56.6875,147.4125,22.416666666666668,27,22,5.920833333333333,642,642,2019-01-15T00:00:00Z,642,Pavia Via Folperti,NA,NA,5.495138888888889,48.822916666666664,85.07430555555555,NA,NA,NA,0
2019-01-15T00:00:00Z,703,Schivenoglia,NA,NA,0.4,NA,NA,NA,0.5041666666666667,NA,NA,NA,37.40833333333333,51.99166666666667,22.9,19,11,3.4916666666666667,703,816,2019-01-15T00:00:00Z,816,Sermide E Felonica Sp ,1.7288977388731308,229,4.992361111111111,NA,98.77777777777777,120.875,NA,NA,0
2019-01-16T00:00:00Z,677,Cremona Via Fatebenefratelli,4.5,NA,NA,NA,NA,NA,0.8083333333333333,NA,NA,NA,62.3375,230.14166666666665,5.0125,61,43,2.0083333333333333,677,677,2019-01-16T00:00:00Z,677,Cremona Via Fatebenefratelli,0.3183776063561745,288,4.502083333333333,72.85138888888889,75.52083333333333,NA,1.1527777777777777,NA,0
2019-01-16T00:00:00Z,705,Milano Pascal Citta Studi,9.8,NA,4.9,NA,7.8,NA,NA,NA,NA,NA,84.85,389.27916666666664,5.466666666666667,66,39,6.516666666666667,705,502,2019-01-16T00:00:00Z,502,Milano Via Juvara,0.37821031035199093,204,8.544444444444444,57.26875,54.87222222222222,NA,1.9701388888888889,166,1.2000000000000002
