,Date,Ammonia,PM10,PM25,Wind_speed,Temperature,Rainfall,Quadrante
189,2014-08-23,16.900000000000002,22.0,10.0,0.7465069827601046,19.35555555555556,7.200000000000002,1
190,2014-08-24,15.2,18.0,17.0,0.617667844403348,20.9,0.0,1
191,2014-08-25,12.3,17.0,7.0,1.5503716827163887,20.26527777777778,0.2,1
192,2014-08-26,15.9,34.0,24.0,0.9441752586735892,20.16527777777777,0.0,1
193,2014-08-27,19.8,36.0,25.0,0.8600066590142983,23.240972222222226,0.0,4
194,2014-08-28,15.2,26.0,14.0,1.2336706089014524,21.74305555555556,0.0,1
195,2014-08-29,30.4,32.0,24.0,0.693303052152935,23.11041666666667,0.0,1
196,2014-08-30,39.2,34.0,20.0,0.805939776958839,23.785416666666663,0.0,1
197,2014-08-31,24.200000000000003,19.0,11.0,0.3841736832340461,23.29236111111112,8.4,1
198,2014-09-01,13.3,7.0,4.0,0.4812966157865594,20.647222222222226,0.2,2
199,2014-09-02,14.7,12.0,5.0,0.2685513739971474,20.43611111111112,0.0,1
200,2014-09-03,15.4,13.0,4.0,0.3674347885957184,17.814583333333335,1.2,4
201,2014-09-04,13.7,28.0,12.0,0.4334555506653048,20.09583333333333,0.0,3
202,2014-09-05,25.3,41.0,29.0,0.7967220463021276,22.329861111111114,0.0,4
203,2014-09-06,20.1,32.0,19.0,0.8418680839308524,23.035416666666663,0.0,4
204,2014-09-07,18.7,23.0,16.0,1.0359784571567254,23.000694444444445,0.0,1
205,2014-09-08,19.5,35.0,24.0,0.5217223196916607,23.056944444444447,0.0,1
206,2014-09-09,24.9,45.0,35.0,0.4742070460647956,23.009722222222223,30.200000000000003,1
207,2014-09-10,15.5,16.0,6.0,0.8457282643801302,21.097916666666663,21.4,1
208,2014-09-11,10.7,7.0,2.0,0.8160211516821219,19.80555555555556,2.0,2
209,2014-09-12,9.0,14.0,11.0,1.139800044546599,18.56736111111111,0.6000000000000001,1
210,2014-09-13,10.2,23.0,15.0,0.6335619953297118,18.718055555555555,0.0,1
211,2014-09-14,11.8,22.0,16.0,0.6283045819210626,19.648611111111112,0.0,1
212,2014-09-15,14.2,25.0,18.0,0.9422088507226924,19.96783216783217,0.0,1
213,2014-09-16,15.6,38.0,29.0,0.6504638763260087,20.13611111111112,0.0,1
214,2014-09-17,15.5,22.0,12.0,1.4544966894487932,20.21388888888889,0.0,1
215,2014-09-18,15.1,38.0,24.0,1.134660361771609,18.652083333333334,0.0,1
216,2014-09-19,40.2,51.0,35.0,0.4960421723611014,19.34652777777778,0.0,1
217,2014-09-20,28.200000000000003,57.0,40.0,1.033365345273752,19.68055555555556,0.6000000000000001,3
218,2014-09-21,15.1,47.0,30.0,0.1496251216555883,21.163194444444446,0.0,3
219,2014-09-22,11.4,28.0,18.0,1.096874013322604,21.784027777777776,0.2,4
220,2014-09-23,11.8,31.0,14.0,1.168333621033324,17.236111111111114,0.0,1
221,2014-09-24,16.7,34.0,22.0,0.4738438278825627,15.566666666666668,0.0,2
222,2014-09-25,25.200000000000003,45.0,30.0,0.1765861164207061,18.05555555555556,0.0,1
223,2014-09-26,22.3,,42.0,0.217456863685781,16.975,0.0,1
224,2014-09-27,25.5,85.0,64.0,0.2569683915904905,17.79652777777778,0.0,1
225,2014-09-28,21.9,55.0,40.0,0.6054032366848865,18.17430555555556,0.0,1
226,2014-09-29,19.9,58.0,42.0,0.1796012231403375,18.433333333333334,0.0,1
227,2014-09-30,27.1,54.0,38.0,0.3875778084412278,19.146527777777777,0.2,1
228,2014-10-01,19.1,43.0,34.0,0.1297477693167088,17.936805555555555,4.4,4
229,2014-10-02,16.7,36.0,30.0,0.3230670999447413,18.006944444444446,0.2,3
230,2014-10-03,21.200000000000003,47.0,37.0,0.6460132856381946,17.6375,0.0,1
231,2014-10-04,21.700000000000003,46.0,36.0,0.9665022354888084,17.337500000000002,0.0,1
232,2014-10-05,20.1,36.0,32.0,0.8914234019872807,16.494444444444447,0.0,1
233,2014-10-06,13.8,44.0,32.0,0.8543705959109983,16.81388888888889,0.0,1
234,2014-10-07,20.3,50.0,34.0,0.5452912380640266,15.613194444444446,0.6000000000000001,1
235,2014-10-08,19.700000000000003,38.0,29.0,0.2328923146223569,16.377083333333335,3.2000000000000006,1
236,2014-10-09,22.1,58.0,36.0,0.3661456102536641,17.133333333333333,3.000000000000001,4
237,2014-10-10,27.6,71.0,39.0,0.0474639654402502,17.8625,2.0,3
238,2014-10-11,25.4,53.0,38.0,0.8492315855845277,19.12708333333333,1.4,1
239,2014-10-12,19.700000000000003,42.0,31.0,0.7223151580544164,18.785416666666663,0.4,1
240,2014-10-13,15.3,31.0,20.0,1.4106811279500673,17.213194444444444,58.60000000000001,1
241,2014-10-14,11.2,26.0,14.0,0.0720406070630866,15.994444444444444,0.2,1
242,2014-10-15,11.4,50.0,40.0,0.5824680802924104,17.624305555555555,0.2,3
